Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,2.2348E-15,0.022804,-7.3899E-16,0,0,0,0.04277,1.0814E-05,1.6021E-18,-1.7166E-22,6.732E-06,-4.4311E-19,1.0814E-05,0,0,0,0,0,0,package://Peg/meshes/base_link.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://Peg/meshes/base_link.STL,,grasp_part-1,Coordinate System4,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
Insertion,-4.33680868994202E-19,0.07112,0,0,0,0,0.0257407399381529,6.57356291232241E-06,-4.59177480789956E-38,1.72734723197977E-39,2.07586197231234E-06,1.7928864050216E-22,6.57356291232241E-06,0,0,0,0,0,0,package://Peg/meshes/Insertion.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://Peg/meshes/Insertion.STL,,insertion_part-2,Coordinate System4,Axis_Insertion2,Insertion,continuous,0,0,0,0,0,0,base_link,0,1,0,,,,,,,,,,,,
